City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,gopalpur,19.2667,84.9167,28.13,59,5,3.46,IN,1698816052
83,forster,-32.1667,152.5167,20.16,59,86,4.04,AU,1698816239
84,matsumoto,36.2333,137.9667,21.23,38,20,2.24,JP,1698816240
85,punta arenas,-53.15,-70.9167,4.06,65,0,3.09,CL,1698816240
86,salalah,17.0151,54.0924,29.05,61,0,1.03,OM,1698816241
87,iwanai,42.9744,140.5089,15.23,86,96,4.02,JP,1698816241
88,taro,-8.3862,115.28,28.0,48,30,2.09,ID,1698816242
89,carnarvon,-24.8667,113.6333,25.07,58,0,6.44,AU,1698816019
90,hamilton,39.1834,-84.5333,0.99,74,20,5.14,US,1698816242
91,hanceville,34.0607,-86.7675,5.79,45,0,6.34,US,1698816243
92,puerto rico,-26.796,-55.024,18.17,97,3,0.59,AR,1698816243
93,taoudenni,22.6783,-3.9836,28.18,15,3,3.71,ML,1698816244
94,san andres,12.5847,-81.7006,28.01,83,20,2.06,CO,1698816245
95,sao jose da coroa grande,-8.8978,-35.1478,23.88,82,39,2.51,BR,1698816232
96,vilyuchinsk,52.9306,158.4028,5.15,76,85,1.01,RU,1698816245
97,olyokminsk,60.3736,120.4264,-14.2,73,100,3.86,RU,1698816246
98,chernyshevskiy,63.0128,112.4714,-19.29,90,98,1.71,RU,1698816247
99,khandyga,62.6667,135.6,-10.74,93,100,1.15,RU,1698816247
100,ville platte,30.688,-92.2715,7.16,41,0,3.79,US,1698816248
101,ushibukamachi,32.1906,130.0228,20.55,57,14,2.23,JP,1698816248
102,halifax,44.6453,-63.5724,1.79,84,92,0.45,CA,1698815982
103,qaqortoq,60.7167,-46.0333,0.8,99,100,2.27,GL,1698816249
104,elverum,60.8819,11.5623,-3.45,89,98,1.9,NO,1698816249
105,papao,-17.75,-149.55,26.82,84,30,12.26,PF,1698816250
106,senanga,-16.1167,23.2667,21.91,72,13,2.43,ZM,1698816250
107,extrema,-22.8547,-46.3183,17.89,97,93,0.09,BR,1698816251
108,whitehorse,60.7161,-135.0538,1.43,94,100,1.54,CA,1698816251
109,olonkinbyen,70.9221,-8.7187,1.71,76,100,4.0,SJ,1698816252
110,kununurra,-15.7667,128.7333,34.99,46,20,3.6,AU,1698816252
111,saynshand,44.8824,110.1163,15.02,34,95,9.16,MN,1698816253
112,ribeira grande,38.5167,-28.7,19.87,85,64,7.15,PT,1698816254
113,bardai,11.65,7.2333,20.8,24,98,3.72,NG,1698816254
114,san antonio de pale,-1.4014,5.6325,26.58,84,100,4.63,GQ,1698816255
115,aitape,-3.1374,142.3475,28.87,75,49,2.5,PG,1698816203
116,dudinka,69.4058,86.1778,-16.85,97,90,0.89,RU,1698816255
117,xining,36.6167,101.7667,13.13,21,0,1.19,CN,1698816256
118,port lincoln,-34.7333,135.8667,15.97,54,1,4.28,AU,1698816256
119,klyuchi,52.2667,79.1667,1.74,72,96,3.96,RU,1698816257
120,zaozersk,69.4005,32.4476,-6.78,96,53,3.23,RU,1698816258
121,tiksi,71.6872,128.8694,-10.71,96,100,6.4,RU,1698816258
122,tchintabaraden,15.8969,5.7985,24.65,19,88,4.36,NE,1698816099
123,geraldton,-28.7667,114.6,28.23,36,0,8.75,AU,1698815961
124,coquimbo,-29.9533,-71.3436,13.85,88,75,1.54,CL,1698816259
125,kiruna,67.8557,20.2251,-17.49,92,33,2.06,SE,1698816260
126,hadibu,12.65,54.0333,26.88,71,70,5.31,YE,1698816260
127,hermanus,-34.4187,19.2345,16.54,77,98,7.04,ZA,1698816261
128,the pas,53.8251,-101.2541,-2.99,86,100,4.63,CA,1698816261
129,susuman,62.7833,148.1667,-13.34,92,93,1.34,RU,1698816262
130,lata,40.1629,-8.3327,15.6,97,100,2.27,PT,1698816262
131,igarka,67.4667,86.5833,-16.67,93,99,3.44,RU,1698816263
132,prince george,53.9166,-122.753,0.9,77,75,0.0,CA,1698816264
133,rongelap,11.1635,166.8941,28.35,75,70,8.14,MH,1698816264
134,springs,-26.25,28.4,10.08,94,5,3.19,ZA,1698816265
135,nagqu,31.5,92.0,3.09,43,11,3.85,CN,1698816265
136,erenhot,43.6475,111.9767,16.94,29,96,9.76,CN,1698816266
137,qamdo,31.1667,97.2333,5.41,31,1,1.22,CN,1698816266
138,licata,37.1071,13.9461,18.46,76,83,2.33,IT,1698816267
139,bougouni,11.417,-7.479,25.75,62,88,2.08,ML,1698816267
140,badger,64.8,-147.5333,-0.16,88,75,0.0,US,1698816268
141,popondetta,-8.7537,148.2534,30.57,60,100,2.27,PG,1698816268
142,calingasta,-31.3308,-69.4078,12.16,32,7,2.74,AR,1698816269
143,melchor de mencos,17.0686,-89.1522,23.0,100,100,2.06,GT,1698816269
144,ilulissat,69.2167,-51.1,7.01,42,75,11.32,GL,1698816270
145,thompson,55.7435,-97.8558,-2.91,86,100,3.09,CA,1698816061
146,altai,46.3722,96.2583,1.95,87,100,3.86,MN,1698816085
147,ulladulla,-35.35,150.4667,21.54,50,32,4.62,AU,1698816271
148,iskateley,67.6803,53.1512,-10.55,97,95,2.68,RU,1698816271
149,mayya,61.7333,130.2811,-13.38,84,100,2.89,RU,1698816272
150,lamu,-2.2717,40.902,25.12,80,35,3.36,KE,1698816272
151,enewetak,11.3474,162.3373,28.59,76,100,5.79,MH,1698816272
152,mersing,2.4312,103.8405,31.95,70,40,4.12,MY,1698816273
153,ushuaia,-54.8,-68.3,4.81,95,0,8.23,AR,1698816252
154,jamestown,42.097,-79.2353,0.01,95,100,4.12,US,1698816246
155,karlskrona,56.1616,15.5866,3.25,69,93,5.58,SE,1698816274
156,lambarene,-0.7001,10.2406,23.79,97,99,0.7,GA,1698816275
157,tangalle,6.024,80.7911,31.09,75,97,1.82,LK,1698816275
158,santiago,-33.4569,-70.6483,13.25,58,0,2.57,CL,1698816209
159,matsuyama,33.8392,132.7657,23.44,42,20,3.6,JP,1698816007
160,port alfred,-33.5906,26.891,17.32,88,46,1.34,ZA,1698816276
161,ballina,-28.8667,153.5667,20.43,66,100,6.38,AU,1698816276
162,anadyr,64.75,177.4833,-5.72,93,40,4.0,RU,1698816277
163,kimberley,-28.7323,24.7623,10.83,82,0,2.06,ZA,1698816277
164,coihueco,-36.6167,-71.8333,7.41,87,0,0.0,CL,1698816278
165,amuntai,-2.4177,115.2494,39.09,29,11,0.72,ID,1698816279
166,east london,-33.0153,27.9116,16.59,71,60,4.7,ZA,1698816211
167,puerto ayora,-0.7393,-90.3518,24.19,93,13,0.45,EC,1698816279
168,ugoofaaru,5.6667,73.0,28.46,74,100,5.78,MV,1698816280
169,nogliki,51.8333,143.1667,2.41,71,100,1.34,RU,1698816050
170,karasburg,-28.0167,18.75,16.6,58,61,10.45,NA,1698816281
171,hirado,33.3597,129.5531,21.28,60,0,5.24,JP,1698816281
172,hawaiian paradise park,19.5933,-154.9731,23.28,88,0,1.54,US,1698816282
173,soe,-9.8607,124.284,31.58,28,55,5.69,ID,1698816282
174,arteche,12.2645,125.4048,30.64,66,100,3.81,PH,1698816282
175,tazacorte,28.629,-17.9293,22.54,83,0,3.6,ES,1698816283
176,lihue,21.9789,-159.3672,26.58,82,100,3.6,US,1698816283
177,slave lake,55.2834,-114.769,-2.01,86,100,1.03,CA,1698816284
178,kerikeri,-35.2268,173.9474,20.51,72,98,0.89,NZ,1698816284
179,constantia,44.1833,28.65,14.38,67,93,4.93,RO,1698816285
180,nova sintra,14.8667,-24.7167,22.67,85,89,4.73,CV,1698816285
181,tolanaro,-25.0319,46.9987,21.04,100,100,5.66,MG,1698816286
182,crane,31.3974,-102.3501,7.09,36,0,3.73,US,1698816286
183,aoulef,26.9667,1.0833,25.97,17,6,4.07,DZ,1698816287
184,conception bay south,47.4999,-52.9981,1.85,89,1,2.94,CA,1698816287
185,kosh-agach,50.0,88.6667,-1.5,70,98,1.79,RU,1698816288
186,paredon,16.0333,-93.8667,25.31,69,100,6.85,MX,1698816289
187,bystrice nad pernstejnem,49.5229,16.2615,7.93,96,55,2.08,CZ,1698816290
188,saint john,45.2727,-66.0677,-2.0,93,0,0.0,CA,1698816285
189,comandante fontana,-25.3345,-59.6821,21.35,84,85,2.54,AR,1698816290
190,dhangadhi,28.7079,80.5961,27.66,43,22,1.43,NP,1698816030
191,sos'va,59.1766,61.8558,-7.19,100,71,0.89,RU,1698816291
192,bayanhongor,46.7167,100.1167,1.1,93,93,2.25,MN,1698816292
193,usinsk,65.9939,57.5281,-7.74,94,94,4.92,RU,1698816154
194,kapuskasing,49.4169,-82.4331,-4.0,74,100,2.57,CA,1698816292
195,margate,51.3813,1.3862,15.5,91,100,2.24,GB,1698816293
196,khenchela,35.4358,7.1433,15.7,44,98,4.65,DZ,1698816293
197,nuku'alofa,-21.1333,-175.2,26.19,83,20,5.66,TO,1698816293
198,mount gambier,-37.8333,140.7667,16.59,49,77,4.31,AU,1698816294
199,hun,29.1268,15.9477,20.49,33,0,2.08,LY,1698816295
200,colonia,50.9333,6.95,13.01,91,75,4.63,DE,1698816146
201,cidreira,-30.1811,-50.2056,18.67,90,91,5.18,BR,1698816289
202,godda,24.8333,87.2167,28.17,56,73,1.8,IN,1698816296
203,tazovsky,67.4667,78.7,-13.37,91,100,4.5,RU,1698816296
204,nadym,65.5333,72.5167,-9.4,93,100,5.27,RU,1698816297
205,tuy hoa,13.0833,109.3,27.07,88,100,4.39,VN,1698816297
206,yinchuan,38.4681,106.2731,20.5,32,0,2.05,CN,1698816298
207,san carlos de bariloche,-41.1456,-71.3082,3.86,81,75,4.63,AR,1698816028
208,yenifakili,39.2114,35.0004,15.54,40,84,1.24,TR,1698816298
209,hithadhoo,-0.6,73.0833,27.34,80,99,5.66,MV,1698816299
210,pisco,-13.7,-76.2167,17.23,82,14,0.51,PE,1698816299
211,mikomeseng,2.1361,10.6132,20.75,100,100,0.6,GQ,1698816300
212,sejenane,37.0572,9.2381,17.53,79,96,3.13,TN,1698816300
213,fort st. john,56.2499,-120.8529,-0.06,74,75,2.57,CA,1698816271
214,nabire,-3.3667,135.4833,30.02,69,40,2.52,ID,1698816301
215,college,64.8569,-147.8028,-0.11,83,75,0.0,US,1698816171
216,al jawf,29.5,38.75,21.65,49,94,1.1,SA,1698816302
217,aberystwyth,52.4155,-4.0829,13.17,90,100,10.45,GB,1698816261
218,tsiombe,-25.3,45.4833,21.26,87,100,7.68,MG,1698816303
219,lincheng,19.9078,109.6858,26.36,73,42,6.64,CN,1698816304
220,joshimath,30.5667,79.5667,19.12,26,4,2.78,IN,1698816305
221,isafjordur,66.0755,-23.124,0.73,71,2,1.87,IS,1698816305
222,ilam,26.9167,87.9167,22.88,54,87,2.29,NP,1698816306
223,la ronge,55.1001,-105.2842,-1.86,74,100,4.12,CA,1698816307
224,kapoeta,4.7717,33.5903,27.44,56,64,7.74,SS,1698816307
225,bangassou,4.7413,22.8184,21.05,99,100,1.33,CF,1698816308
226,egilsstadir,65.2653,-14.3948,-4.05,100,100,1.03,IS,1698816308
227,kingscliff,-28.2667,153.5667,24.85,60,75,7.2,AU,1698816309
228,lakatoro,-16.0999,167.4164,26.4,77,31,6.19,VU,1698816310
229,carutapera,-1.195,-46.02,26.09,85,7,3.39,BR,1698816310
230,santa cruz del norte,23.1539,-81.9236,25.72,82,5,5.9,CU,1698816311
231,nizhnesortymskiy,62.4397,71.7603,-8.51,86,100,5.17,RU,1698816311
232,noshiro,40.2039,140.0242,19.46,69,100,6.55,JP,1698816312
233,klaksvik,62.2266,-6.589,1.51,65,51,10.66,FO,1698816312
234,divrigi,39.371,38.1137,16.3,55,100,1.22,TR,1698816313
235,patacamaya,-17.2333,-67.9167,8.33,81,65,3.31,BO,1698816313
236,acarau,-2.8856,-40.12,26.74,74,47,3.86,BR,1698816314
237,kendari,-3.945,122.4989,32.04,54,70,3.21,ID,1698816314
238,maloye ganyushkino,46.6,49.2667,13.22,62,99,6.02,KZ,1698816315
239,chibougamau,49.9168,-74.3659,-7.21,86,100,1.54,CA,1698816315
240,vung tau,10.346,107.0843,29.53,69,49,4.27,VN,1698816316
241,sinabang,2.4803,96.3801,27.39,77,81,1.59,ID,1698816316
242,vlore,40.4667,19.4897,18.36,81,99,1.85,AL,1698816317
243,moroni,-11.7022,43.2551,27.6,71,33,0.7,KM,1698816317
244,parksville,49.3163,-124.3195,7.8,87,43,0.0,CA,1698816318
245,tateyama,34.9833,139.8667,20.01,64,1,2.15,JP,1698816319
246,talnakh,69.4865,88.3972,-17.11,96,99,3.02,RU,1698816319
247,kumru,40.8744,37.2639,19.47,48,100,3.38,TR,1698816320
248,zambrow,52.9855,22.2432,8.96,71,100,6.21,PL,1698816320
249,meulaboh,4.1363,96.1285,28.14,75,92,2.65,ID,1698816321
250,namibe,-15.1961,12.1522,17.52,83,2,1.15,AO,1698816322
251,chifeng,42.2683,118.9636,12.7,34,54,2.03,CN,1698816322
252,lompoc,34.6391,-120.4579,13.66,51,0,3.09,US,1698816193
253,yelizovo,53.1873,158.3805,5.08,60,75,1.0,RU,1698816323
254,nikolayevsk-on-amure,53.1406,140.73,-0.06,77,100,1.75,RU,1698816323
255,kailua-kona,19.6406,-155.9956,26.98,85,0,3.09,US,1698816324
256,grand falls-windsor,48.9332,-55.6649,-2.5,87,7,3.23,CA,1698816324
257,kapa'a,22.0752,-159.319,26.99,82,100,3.6,US,1698816325
258,portsmouth,50.799,-1.0913,14.98,89,100,5.81,GB,1698816326
259,labytnangi,66.6572,66.4183,-9.1,95,100,1.12,RU,1698816326
260,st. john's,47.5649,-52.7093,1.98,87,0,4.63,CA,1698816269
261,nar'yan-mar,67.6713,53.087,-10.5,97,94,2.68,RU,1698816327
262,sarwar,26.0667,75.0,29.26,30,0,3.02,IN,1698816327
263,selfoss,63.9331,-20.9971,2.25,72,14,4.0,IS,1698816328
264,jinghong,21.991,100.7341,29.58,51,33,1.3,CN,1698816328
265,barcelos,41.5388,-8.6151,16.08,82,100,2.5,PT,1698816329
266,rio grande,-32.035,-52.0986,17.19,87,100,9.12,BR,1698816329
267,exu,-7.5119,-39.7242,24.58,48,7,1.69,BR,1698816330
268,nieuw amsterdam,5.8833,-55.0833,27.23,87,32,4.23,SR,1698816330
269,carolina beach,34.0352,-77.8936,9.52,91,100,6.2,US,1698816331
270,gadzhiyevo,69.2551,33.3362,-5.06,93,93,3.59,RU,1698816331
271,andreapol',56.6513,32.2664,9.81,92,77,3.36,RU,1698816332
272,middlebury (village),44.0153,-73.1673,0.98,81,100,0.0,US,1698816333
273,la passe,45.5549,-0.8967,13.13,69,91,9.11,FR,1698816333
274,shinas,24.7433,56.4658,29.14,55,6,2.85,OM,1698816334
275,'ayn al 'arab,36.8932,38.3651,21.24,37,100,2.56,SY,1698816334
276,kharp,66.8014,65.8081,-9.9,95,100,0.94,RU,1698816335
277,obihiro,42.9172,143.2044,14.67,61,83,1.76,JP,1698816335
278,tamanrasset,22.785,5.5228,15.95,25,0,2.06,DZ,1698816336
279,sovetsk,55.0839,21.8785,9.32,85,100,8.4,RU,1698816337
280,brisas de zicatela,15.8369,-97.0419,25.33,84,15,2.18,MX,1698816337
281,vadso,70.0744,29.7487,-0.91,80,20,6.69,NO,1698816338
282,souillac,-20.5167,57.5167,27.21,74,40,6.17,MU,1698816338
283,casper,42.8666,-106.3131,4.84,41,0,2.57,US,1698816259
284,kholmsk,47.0511,142.0569,9.42,81,97,3.71,RU,1698816339
285,lobujya,27.95,86.8167,-2.78,40,99,3.38,NP,1698816339
286,remire-montjoly,4.9167,-52.2667,27.02,89,40,0.0,GF,1698816340
287,dar chioukh,34.8964,3.4854,17.7,36,96,3.77,DZ,1698816340
288,dongola,19.1667,30.4833,25.32,31,19,4.52,SD,1698816341
289,crixas,-14.5489,-49.9692,28.57,40,98,0.87,BR,1698816341
290,preveza,38.95,20.75,18.95,94,75,2.06,GR,1698816342
291,utrik,11.2278,169.8474,28.15,80,94,7.17,MH,1698816081
292,buala,-8.145,159.5921,29.18,73,99,2.66,SB,1698816343
293,smithers,54.7804,-127.1743,-0.82,80,100,1.54,CA,1698816343
294,melo,-32.3667,-54.1833,11.6,96,100,8.21,UY,1698816344
295,dalandzadgad,43.5708,104.425,15.89,27,62,9.42,MN,1698816345
296,nemuro,43.3236,145.575,13.36,83,66,9.14,JP,1698816345
297,la'ie,21.6477,-157.9253,26.98,76,27,0.45,US,1698816346
298,angra do heroismo,38.65,-27.2167,17.84,89,20,2.68,PT,1698816346
299,andovoranto,-18.95,49.1,25.5,71,65,1.36,MG,1698816081
300,lazaro cardenas,17.9583,-102.2,25.75,89,13,1.2,MX,1698816347
301,mahanoro,-19.9,48.8,25.44,74,77,2.92,MG,1698816347
302,dongsheng,39.8161,109.9776,17.53,21,0,7.45,CN,1698816348
303,goshen,41.5823,-85.8344,0.27,93,100,0.0,US,1698816348
304,kogalym,62.2654,74.4791,-9.69,87,100,5.2,RU,1698816349
305,sur,22.5667,59.5289,27.76,49,14,1.14,OM,1698816349
306,vilhena,-12.7406,-60.1458,21.2,81,29,0.13,BR,1698816349
307,bamboo flat,11.7,92.7167,28.05,78,100,2.57,IN,1698816350
308,salekhard,66.53,66.6019,-8.78,95,100,1.62,RU,1698816350
309,indianola,41.3581,-93.5574,-4.11,83,5,2.54,US,1698816321
310,ishigaki,24.3448,124.1572,28.07,74,40,7.2,JP,1698816351
311,sabang,5.8933,95.3214,27.85,72,89,2.47,ID,1698816351
312,cabeza del buey,38.7223,-5.2195,9.96,80,10,2.64,ES,1698816352
313,chonchi,-42.6128,-73.8092,5.56,94,3,0.78,CL,1698816352
314,commentry,46.2921,2.7416,9.26,85,46,2.93,FR,1698816353
315,marange-silvange,49.2075,6.1023,11.71,94,100,3.27,FR,1698816353
316,plesetsk,62.708,40.2916,-4.48,86,100,3.12,RU,1698816354
317,cotonou,6.3654,2.4183,25.99,89,40,1.03,BJ,1698816354
318,tabalah,19.95,42.4,23.58,39,0,5.84,SA,1698816355
319,tafuna,-14.3358,-170.72,27.22,80,43,8.18,AS,1698816355
320,dickinson,29.4608,-95.0513,12.23,64,0,3.09,US,1698816355
321,sarmiento,-45.5882,-69.07,7.92,47,0,1.56,AR,1698816356
322,pimentel,-6.8367,-79.9342,19.16,88,20,7.2,PE,1698816356
323,jerome,42.7241,-114.5186,5.71,56,0,5.66,US,1698816250
324,petrozavodsk,61.7849,34.3469,-0.27,98,100,5.81,RU,1698816357
325,nouadhibou,20.931,-17.0347,22.63,68,5,8.55,MR,1698816358
326,mili,6.0815,171.735,28.71,72,72,2.65,MH,1698816358
327,buka,40.8108,69.1986,14.02,57,4,1.64,UZ,1698816359
328,vernal,40.4555,-109.5287,2.03,38,0,1.54,US,1698816359
329,tura,25.5198,90.2201,28.6,53,2,0.75,IN,1698816359
330,puerto lempira,15.2667,-83.7667,25.77,89,95,5.24,HN,1698816360
331,derbent,42.0678,48.2899,17.31,66,0,0.68,RU,1698816360
332,dhidhdhoo,6.8833,73.1,28.16,74,95,3.6,MV,1698816092
333,livingstone,-17.8419,25.8543,22.08,68,66,2.59,ZM,1698816361
334,samtse,26.899,89.0995,26.97,51,24,1.99,BT,1698816361
335,caraballeda,10.6112,-66.8522,28.26,90,75,1.54,VE,1698816362
336,naze,28.3667,129.4833,24.51,63,33,5.02,JP,1698816362
337,kiama,-34.6833,150.8667,19.03,58,58,4.94,AU,1698816363
338,sitka,57.0531,-135.33,6.94,93,100,0.0,US,1698816239
339,bikenibeu village,1.3673,173.1241,29.98,70,75,2.06,KI,1698816364
340,hastings,50.8552,0.5729,15.51,87,100,12.42,GB,1698816364
341,misratah,32.3754,15.0925,23.05,80,56,2.04,LY,1698816365
342,sandnessjoen,66.0217,12.6316,0.23,59,0,4.63,NO,1698816365
343,shingu,33.7333,135.9833,20.75,51,0,2.9,JP,1698816366
344,antofagasta,-23.65,-70.4,16.6,77,29,2.48,CL,1698816366
345,wailua homesteads,22.0669,-159.378,26.24,82,100,3.6,US,1698816367
346,north bend,43.4065,-124.2243,11.03,87,100,2.57,US,1698816367
347,greenville,35.6127,-77.3663,8.09,95,100,0.45,US,1698816260
348,crockett,31.3182,-95.4566,6.99,70,0,2.06,US,1698816368
349,coari,-4.085,-63.1414,23.57,94,86,0.87,BR,1698816299
350,hasaki,35.7333,140.8333,23.22,60,0,1.78,JP,1698816369
351,kaiama,9.6225,3.9481,23.84,84,100,1.3,NG,1698816369
352,mocajuba,-2.5842,-49.5072,25.31,84,18,2.18,BR,1698816370
353,safaga,26.7292,33.9365,26.9,51,0,3.55,EG,1698816370
354,hammerfest,70.6634,23.6821,2.25,87,75,9.77,NO,1698816371
355,kinkala,-4.3614,14.7644,20.18,96,100,0.4,CG,1698816371
356,port douglas,-16.4833,145.4667,25.91,57,97,3.62,AU,1698816372
357,antsiranana,-12.2787,49.2917,29.42,54,20,4.12,MG,1698816372
358,merizo village,13.2658,144.6691,31.31,83,61,6.51,GU,1698816373
359,gebeit,21.0667,36.3167,23.98,59,0,3.41,SD,1698816373
360,bichura,50.5881,107.6022,0.54,77,100,1.84,RU,1698816374
361,cavnic,47.6667,23.8667,5.55,93,96,3.2,RO,1698816374
362,san pedro pochutla,15.7333,-96.4667,22.56,88,96,1.88,MX,1698816375
363,belmonte,-15.8631,-38.8828,23.36,80,89,3.54,BR,1698816375
364,usogorsk,63.4106,48.6872,-7.41,96,96,1.32,RU,1698816376
365,yegorlykskaya,46.5656,40.6562,12.27,79,1,4.78,RU,1698816377
